Age,Years_of_Experience,Education_Level,Job_Role,City_Tier,Salary
18,0.0,Bachelor,Junior,Tier 2,439226.0
24,5.1,Bachelor,Manager,Tier 1,2155292.0
21,0.0,High School,Junior,Tier 2,355427.0
48,30.0,High School,Senior,Tier 1,1475511.0
52,28.0,High School,Junior,Tier 2,409490.0
48,27.8,High School,Junior,Tier 3,336931.0
40,20.9,Bachelor,Lead,Tier 1,1957931.0
20,0.0,Bachelor,Senior,Tier 2,1106787.0
31,4.9,High School,Mid,Tier 2,711041.0
30,6.1,Bachelor,Manager,Tier 2,1907004.0
30,8.7,High School,Mid,Tier 2,632013.0
51,30.3,High School,Junior,Tier 3,430204.0
29,6.6,Bachelor,Manager,Tier 1,2008807.0
56,34.1,Master,Mid,Tier 1,858242.0
46,21.1,Bachelor,Senior,Tier 1,1180461.0
41,22.5,Bachelor,Lead,Tier 1,1712234.0
29,6.2,High School,Junior,Tier 3,557914.0
48,27.6,High School,Manager,Tier 1,1966889.0
34,14.8,High School,Mid,Tier 3,758720.0
42,17.7,Bachelor,Manager,Tier 1,2123582.0
25,3.3,High School,Junior,Tier 2,319466.0
47,25.6,High School,Junior,Tier 2,445334.0
23,0.5,High School,Mid,Tier 3,440318.0
43,22.9,Bachelor,Mid,Tier 1,662284.0
19,0.0,Bachelor,Junior,Tier 3,664254.0
22,0.1,High School,Junior,Tier 2,378463.0
40,17.3,Bachelor,Lead,Tier 1,1396671.0
41,23.0,Bachelor,Mid,Tier 3,678627.0
71,47.7,Bachelor,Manager,Tier 1,2534283.0
42,21.5,High School,Mid,Tier 2,647019.0
31,12.6,Bachelor,Mid,Tier 2,709879.0
58,34.2,High School,Junior,Tier 1,416031.0
36,14.2,High School,Junior,Tier 3,450085.0
31,7.0,High School,Mid,Tier 2,678687.0
41,15.0,High School,Mid,Tier 3,457908.0
35,11.4,Bachelor,Mid,Tier 1,611877.0
28,4.9,Bachelor,Lead,Tier 1,1441703.0
27,4.0,High School,Junior,Tier 1,500629.0
17,0.0,High School,Junior,Tier 2,319810.0
35,13.0,High School,Mid,Tier 1,1151505.0
45,20.6,Bachelor,Junior,Tier 2,655456.0
44,22.7,Bachelor,Mid,Tier 2,764810.0
27,7.4,Bachelor,Junior,Tier 1,543873.0
51,31.7,High School,Mid,Tier 1,646124.0
49,26.5,High School,Junior,Tier 1,298714.0
64,43.8,High School,Lead,Tier 1,2081699.0
54,30.6,High School,Mid,Tier 1,571529.0
43,20.3,High School,Mid,Tier 3,801684.0
32,10.8,High School,Mid,Tier 1,338829.0
36,13.3,Bachelor,Mid,Tier 2,1151217.0
26,1.5,High School,Mid,Tier 3,1205044.0
37,16.7,Bachelor,Manager,Tier 2,2785111.0
38,14.3,Bachelor,Mid,Tier 1,778016.0
26,3.0,High School,Mid,Tier 2,587076.0
50,30.1,Bachelor,Mid,Tier 2,1399222.0
47,26.1,Bachelor,Mid,Tier 1,1347475.0
42,20.4,High School,Junior,Tier 3,635497.0
66,41.1,High School,Mid,Tier 3,538230.0
43,18.7,High School,Mid,Tier 2,752940.0
37,15.8,Bachelor,Lead,Tier 1,1968674.0
37,16.3,High School,Manager,Tier 2,1864713.0
25,3.5,Bachelor,Senior,Tier 2,933491.0
29,6.1,Bachelor,Mid,Tier 3,1467332.0
50,27.0,Bachelor,Junior,Tier 1,1295539.0
42,20.4,Master,Lead,Tier 3,1624130.0
32,7.5,High School,Mid,Tier 2,665448.0
42,20.2,Bachelor,Senior,Tier 2,1665337.0
41,16.2,High School,Manager,Tier 1,1986297.0
25,0.9,Bachelor,Mid,Tier 3,891912.0
65,43.4,High School,Mid,Tier 1,477871.0
32,11.2,Bachelor,Junior,Tier 2,438271.0
32,10.7,High School,Mid,Tier 1,533884.0
24,0.0,Bachelor,Mid,Tier 1,727182.0
51,25.3,High School,Manager,Tier 1,1925201.0
28,6.0,High School,Junior,Tier 3,401378.0
32,6.2,Bachelor,Manager,Tier 1,2648473.0
77,56.9,Master,Manager,Tier 1,2191120.0
47,22.8,High School,Mid,Tier 3,626633.0
26,8.0,High School,Junior,Tier 3,307977.0
20,0.0,Bachelor,Junior,Tier 3,295991.0
57,35.9,Bachelor,Lead,Tier 2,1941318.0
40,16.5,PhD,Lead,Tier 1,1940510.0
50,27.7,Master,Mid,Tier 1,1189265.0
19,0.0,High School,Junior,Tier 3,543579.0
54,33.7,High School,Mid,Tier 1,531941.0
51,31.0,Bachelor,Senior,Tier 1,1752178.0
51,30.5,Bachelor,Mid,Tier 2,1242449.0
38,18.1,Bachelor,Senior,Tier 2,1349162.0
17,0.0,High School,Mid,Tier 2,496970.0
32,11.3,Bachelor,Manager,Tier 1,2034172.0
29,6.3,Bachelor,Mid,Tier 3,803945.0
42,22.0,Bachelor,Mid,Tier 1,580372.0
40,18.2,High School,Manager,Tier 1,1945265.0
27,6.2,Bachelor,Mid,Tier 2,753295.0
22,0.6,Bachelor,Lead,Tier 1,1375939.0
58,37.5,High School,Junior,Tier 3,414018.0
61,37.4,Bachelor,Mid,Tier 3,1368241.0
42,16.9,Bachelor,Mid,Tier 2,1413209.0
49,29.0,Master,Senior,Tier 2,1224103.0
41,21.7,Bachelor,Manager,Tier 1,2062646.0
43,20.8,High School,Junior,Tier 2,637350.0
46,25.6,Bachelor,Mid,Tier 2,1116562.0
28,2.7,High School,Mid,Tier 1,1051149.0
39,15.8,Bachelor,Mid,Tier 2,1495803.0
50,28.2,Bachelor,Mid,Tier 2,1174038.0
57,31.5,Bachelor,Mid,Tier 2,857591.0
47,21.9,High School,Junior,Tier 2,438345.0
79,57.3,High School,Junior,Tier 2,243109.0
40,16.8,High School,Junior,Tier 2,526354.0
35,12.3,Bachelor,Lead,Tier 2,1592611.0
35,12.2,Bachelor,Manager,Tier 1,2113751.0
30,5.4,Bachelor,Junior,Tier 1,1168137.0
26,3.6,High School,Junior,Tier 2,555704.0
49,27.0,High School,Mid,Tier 2,396182.0
48,24.8,High School,Mid,Tier 3,683387.0
22,0.0,Bachelor,Junior,Tier 3,384497.0
22,0.0,High School,Junior,Tier 3,469665.0
50,29.6,High School,Mid,Tier 3,595001.0
47,24.8,High School,Junior,Tier 2,425910.0
36,10.1,High School,Mid,Tier 3,812580.0
44,19.6,Bachelor,Mid,Tier 1,1162106.0
73,52.9,High School,Junior,Tier 3,486249.0
34,10.6,Bachelor,Lead,Tier 1,2041456.0
37,14.8,Bachelor,Mid,Tier 1,761994.0
46,27.8,Bachelor,Mid,Tier 3,1453008.0
29,8.3,High School,Junior,Tier 1,496928.0
24,0.0,Bachelor,Mid,Tier 2,824759.0
29,9.9,Bachelor,Lead,Tier 1,1345549.0
18,0.0,High School,Mid,Tier 2,674138.0
41,19.7,Bachelor,Manager,Tier 1,2816301.0
59,37.6,High School,Mid,Tier 1,1260379.0
27,6.8,High School,Junior,Tier 1,490845.0
50,27.8,Bachelor,Mid,Tier 2,769108.0
25,0.0,High School,Junior,Tier 2,260582.0
42,20.6,Bachelor,Manager,Tier 1,2008940.0
36,11.2,Bachelor,Mid,Tier 2,694005.0
62,43.6,Bachelor,Mid,Tier 1,1383499.0
71,48.3,Bachelor,Mid,Tier 2,702267.0
38,15.9,Bachelor,Manager,Tier 1,2889255.0
44,20.6,High School,Mid,Tier 2,654657.0
49,27.7,Bachelor,Junior,Tier 1,573073.0
60,38.9,Bachelor,Lead,Tier 2,2084020.0
28,4.6,High School,Manager,Tier 2,1951026.0
26,4.9,Bachelor,Mid,Tier 1,1032988.0
18,0.0,High School,Junior,Tier 2,454274.0
43,20.8,Bachelor,Mid,Tier 1,1316853.0
65,41.5,High School,Manager,Tier 1,1783249.0
23,5.0,High School,Mid,Tier 3,633590.0
21,1.4,Bachelor,Junior,Tier 2,796330.0
20,0.0,High School,Junior,Tier 2,381466.0
19,0.0,Bachelor,Mid,Tier 1,638120.0
77,55.6,High School,Mid,Tier 2,719244.0
32,9.3,Bachelor,Senior,Tier 1,1064607.0
37,9.7,Bachelor,Mid,Tier 3,554346.0
29,4.6,High School,Mid,Tier 3,632675.0
59,41.0,PhD,Lead,Tier 2,2544471.0
22,2.3,Bachelor,Mid,Tier 2,498033.0
31,9.4,High School,Mid,Tier 2,1298254.0
59,33.8,High School,Mid,Tier 3,479883.0
29,8.3,Bachelor,Junior,Tier 1,1125606.0
56,33.4,High School,Mid,Tier 2,1158167.0
19,0.0,Bachelor,Mid,Tier 2,883408.0
37,12.8,High School,Junior,Tier 2,519799.0
58,35.0,Master,Manager,Tier 1,2637553.0
41,20.8,Master,Manager,Tier 1,2561153.0
29,10.9,High School,Mid,Tier 2,418298.0
38,14.7,High School,Manager,Tier 1,1966068.0
36,12.0,Master,Lead,Tier 1,1941140.0
19,0.0,Bachelor,Mid,Tier 1,672722.0
46,21.5,High School,Manager,Tier 1,2611652.0
42,17.6,Master,Lead,Tier 1,2279357.0
29,7.5,Bachelor,Mid,Tier 2,546400.0
42,24.0,Bachelor,Lead,Tier 2,2073778.0
29,5.3,Bachelor,Mid,Tier 2,635091.0
47,24.3,Master,Lead,Tier 1,1522503.0
37,15.2,High School,Mid,Tier 2,1131344.0
39,16.1,High School,Junior,Tier 2,352950.0
46,20.5,Bachelor,Mid,Tier 2,1339656.0
28,7.6,Bachelor,Mid,Tier 2,661559.0
36,14.4,Bachelor,Junior,Tier 3,1090339.0
39,17.7,High School,Mid,Tier 1,707109.0
44,21.7,Bachelor,Lead,Tier 1,1450532.0
60,41.0,High School,Junior,Tier 3,269126.0
35,12.0,Bachelor,Manager,Tier 1,2677160.0
59,34.8,Bachelor,Mid,Tier 2,1183608.0
21,2.3,Bachelor,Mid,Tier 2,793724.0
22,0.0,Bachelor,Lead,Tier 3,1517219.0
31,8.7,Bachelor,Manager,Tier 3,2761823.0
40,17.8,Bachelor,Manager,Tier 3,2715646.0
33,10.8,High School,Mid,Tier 2,1077646.0
41,15.9,Master,Lead,Tier 3,1562109.0
31,6.6,Bachelor,Junior,Tier 1,1286740.0
62,41.9,Bachelor,Junior,Tier 3,512254.0
43,23.8,High School,Lead,Tier 3,1289603.0
28,5.2,Bachelor,Lead,Tier 1,1561315.0
43,19.1,High School,Junior,Tier 2,1180942.0
55,29.4,Master,Mid,Tier 2,1513369.0
42,21.9,High School,Junior,Tier 2,353181.0
23,3.0,Bachelor,Lead,Tier 1,1677390.0
55,27.4,Bachelor,Mid,Tier 1,1585987.0
44,17.2,Bachelor,Manager,Tier 3,2661991.0
19,0.0,High School,Mid,Tier 3,602301.0
23,1.5,High School,Junior,Tier 3,508895.0
41,18.0,High School,Mid,Tier 3,667546.0
51,28.9,High School,Junior,Tier 2,403406.0
49,26.5,High School,Mid,Tier 3,763537.0
29,7.1,Master,Lead,Tier 1,1522368.0
25,1.2,Bachelor,Lead,Tier 2,2183619.0
44,22.0,Master,Lead,Tier 1,2294632.0
17,0.0,High School,Junior,Tier 3,454412.0
42,18.5,Master,Manager,Tier 1,2787071.0
21,0.0,High School,Senior,Tier 1,825454.0
26,3.6,Bachelor,Mid,Tier 3,538159.0
24,3.6,Bachelor,Lead,Tier 2,1238458.0
30,7.3,Bachelor,Manager,Tier 2,2452299.0
19,0.0,High School,Junior,Tier 3,546750.0
65,45.5,High School,Junior,Tier 3,321109.0
52,32.0,Bachelor,Senior,Tier 2,1534862.0
17,0.0,High School,Junior,Tier 2,389140.0
27,9.0,High School,Junior,Tier 1,285942.0
53,31.1,Master,Lead,Tier 3,1552872.0
24,0.0,Bachelor,Mid,Tier 3,816657.0
37,14.0,Bachelor,Mid,Tier 1,1310485.0
34,13.1,Bachelor,Mid,Tier 1,710598.0
40,20.9,Bachelor,Manager,Tier 1,2662554.0
49,24.9,High School,Mid,Tier 3,1032193.0
86,64.5,Master,Mid,Tier 1,934692.0
49,25.4,Bachelor,Lead,Tier 1,2251147.0
43,20.7,High School,Junior,Tier 3,386027.0
47,24.7,Bachelor,Manager,Tier 1,2061809.0
32,10.8,High School,Mid,Tier 3,1114575.0
30,12.0,Bachelor,Junior,Tier 3,493417.0
25,4.0,High School,Mid,Tier 1,718025.0
42,19.1,Bachelor,Mid,Tier 3,1369308.0
60,36.8,Bachelor,Mid,Tier 2,867017.0
46,23.6,Bachelor,Mid,Tier 1,1382057.0
39,15.3,Bachelor,Senior,Tier 2,1631185.0
28,6.3,Bachelor,Senior,Tier 2,1840542.0
26,0.0,High School,Mid,Tier 3,408229.0
27,4.6,Bachelor,Mid,Tier 2,652997.0
59,36.7,Bachelor,Lead,Tier 1,1404426.0
64,39.7,High School,Junior,Tier 2,405441.0
90,67.2,High School,Manager,Tier 1,1864237.0
51,31.2,Bachelor,Mid,Tier 1,1382602.0
36,16.4,High School,Mid,Tier 1,764320.0
39,15.9,High School,Junior,Tier 3,261877.0
47,26.0,Master,Lead,Tier 1,2382841.0
32,7.0,Master,Manager,Tier 1,2803869.0
24,1.4,Bachelor,Mid,Tier 2,773234.0
23,1.5,High School,Mid,Tier 3,602905.0
62,43.1,High School,Junior,Tier 2,433473.0
35,15.4,Bachelor,Mid,Tier 1,931861.0
27,5.4,Bachelor,Lead,Tier 2,1312171.0
49,25.2,Bachelor,Junior,Tier 1,463778.0
18,0.0,High School,Mid,Tier 1,675255.0
19,0.0,Bachelor,Junior,Tier 2,453809.0
63,41.9,Bachelor,Mid,Tier 3,1125729.0
54,31.8,High School,Junior,Tier 2,477518.0
24,6.0,Bachelor,Lead,Tier 2,1957476.0
61,37.8,High School,Mid,Tier 1,1320576.0
50,29.8,High School,Mid,Tier 3,1158176.0
36,13.8,Bachelor,Mid,Tier 1,1486885.0
21,0.1,Bachelor,Mid,Tier 1,795543.0
38,19.2,Master,Lead,Tier 3,2131211.0
30,4.0,Bachelor,Manager,Tier 1,1903000.0
22,0.0,High School,Mid,Tier 3,572083.0
33,9.2,Bachelor,Mid,Tier 1,774693.0
39,17.9,High School,Junior,Tier 2,923028.0
42,21.4,High School,Mid,Tier 1,1059856.0
42,19.1,Bachelor,Mid,Tier 1,722536.0
29,6.0,Bachelor,Manager,Tier 1,2234383.0
35,13.4,Bachelor,Mid,Tier 3,802259.0
23,0.0,Bachelor,Junior,Tier 3,472315.0
28,6.7,Bachelor,Mid,Tier 3,797573.0
34,10.4,High School,Mid,Tier 1,675534.0
40,19.5,Bachelor,Mid,Tier 3,638827.0
67,42.4,High School,Junior,Tier 2,369108.0
49,25.9,High School,Junior,Tier 2,382341.0
34,10.5,High School,Mid,Tier 1,551802.0
26,3.4,Bachelor,Manager,Tier 1,1902032.0
25,5.8,High School,Junior,Tier 2,479356.0
40,19.7,Bachelor,Manager,Tier 1,1797288.0
56,33.0,High School,Junior,Tier 2,320883.0
35,12.0,Bachelor,Mid,Tier 1,1270309.0
54,33.8,High School,Mid,Tier 3,532904.0
25,0.7,Bachelor,Manager,Tier 1,2225182.0
28,6.0,Bachelor,Mid,Tier 3,712918.0
31,7.8,Bachelor,Manager,Tier 1,2177873.0
45,22.7,High School,Mid,Tier 2,616022.0
52,31.6,High School,Mid,Tier 3,653717.0
39,15.7,Master,Lead,Tier 1,1579499.0
19,0.0,High School,Mid,Tier 2,686777.0
23,5.0,High School,Mid,Tier 1,526092.0
23,2.2,High School,Mid,Tier 2,546605.0
52,29.8,Bachelor,Lead,Tier 2,1987589.0
33,13.3,Master,Lead,Tier 2,2104517.0
35,10.8,Bachelor,Junior,Tier 1,562440.0
58,39.0,High School,Mid,Tier 2,704147.0
61,37.5,High School,Mid,Tier 2,1166905.0
39,21.0,Bachelor,Manager,Tier 3,2599145.0
38,14.6,High School,Mid,Tier 3,833991.0
59,38.3,High School,Manager,Tier 1,2453218.0
41,15.9,Bachelor,Manager,Tier 2,2752748.0
19,0.0,High School,Mid,Tier 2,600565.0
22,0.0,Bachelor,Junior,Tier 3,679108.0
59,34.1,Bachelor,Manager,Tier 1,2043806.0
37,17.4,High School,Mid,Tier 2,1201671.0
31,6.5,High School,Mid,Tier 1,597582.0
18,0.0,High School,Junior,Tier 1,369392.0
20,0.0,Bachelor,Mid,Tier 2,757440.0
28,8.3,High School,Mid,Tier 3,537577.0
28,8.0,Bachelor,Junior,Tier 1,609478.0
49,29.5,Bachelor,Manager,Tier 3,2375564.0
38,14.4,High School,Senior,Tier 1,1387834.0
19,0.0,High School,Mid,Tier 2,637928.0
43,19.4,Bachelor,Manager,Tier 1,2651923.0
28,4.5,High School,Manager,Tier 2,2364158.0
41,17.6,Bachelor,Mid,Tier 2,843721.0
50,26.7,Master,Manager,Tier 1,2784276.0
46,23.8,Bachelor,Mid,Tier 2,667455.0
20,0.0,Bachelor,Junior,Tier 2,714101.0
45,23.5,Bachelor,Manager,Tier 2,2639050.0
28,0.8,Bachelor,Manager,Tier 1,2205085.0
37,15.5,Bachelor,Junior,Tier 2,614832.0
46,21.8,PhD,Lead,Tier 1,2426403.0
66,42.7,High School,Junior,Tier 3,476366.0
38,14.7,Bachelor,Mid,Tier 2,1459328.0
25,4.9,High School,Junior,Tier 2,386475.0
55,34.0,Master,Manager,Tier 1,2755825.0
48,25.7,High School,Mid,Tier 3,702915.0
56,32.6,Bachelor,Mid,Tier 3,1083403.0
47,26.6,Master,Manager,Tier 2,2012950.0
55,36.6,Bachelor,Manager,Tier 1,2516203.0
41,18.9,Bachelor,Senior,Tier 1,934415.0
47,21.8,Bachelor,Mid,Tier 2,1348562.0
40,16.6,High School,Manager,Tier 2,1787527.0
41,20.1,Bachelor,Mid,Tier 1,823451.0
21,0.0,Bachelor,Mid,Tier 2,576256.0
52,28.3,High School,Mid,Tier 2,548709.0
62,38.2,PhD,Lead,Tier 3,2355548.0
46,24.2,High School,Junior,Tier 1,1126843.0
35,9.9,Bachelor,Lead,Tier 2,1444146.0
29,6.9,High School,Mid,Tier 2,439327.0
21,0.0,High School,Junior,Tier 1,435581.0
35,12.1,High School,Mid,Tier 3,503840.0
46,21.9,Bachelor,Mid,Tier 3,1221900.0
35,15.0,PhD,Lead,Tier 1,2533049.0
34,9.3,Bachelor,Mid,Tier 2,728264.0
21,0.0,Bachelor,Junior,Tier 3,608869.0
29,8.5,High School,Junior,Tier 3,372846.0
41,19.3,Master,Manager,Tier 1,2859583.0
51,31.5,High School,Mid,Tier 3,767858.0
22,0.0,High School,Mid,Tier 2,622613.0
47,23.4,Bachelor,Manager,Tier 1,2006729.0
42,19.1,Master,Lead,Tier 3,2079372.0
19,1.0,High School,Junior,Tier 1,506738.0
46,25.0,Bachelor,Mid,Tier 2,1407709.0
23,2.4,Bachelor,Junior,Tier 2,588963.0
49,28.3,High School,Mid,Tier 1,590392.0
58,36.2,Bachelor,Lead,Tier 1,1584822.0
41,21.1,Bachelor,Mid,Tier 1,1312428.0
50,24.3,Bachelor,Senior,Tier 2,1716114.0
77,55.6,High School,Mid,Tier 1,818072.0
27,5.9,Bachelor,Junior,Tier 1,589659.0
29,9.0,High School,Mid,Tier 2,589546.0
54,29.7,High School,Mid,Tier 2,533381.0
39,14.8,Bachelor,Lead,Tier 1,1381830.0
32,8.0,Bachelor,Senior,Tier 3,1069395.0
36,15.0,Bachelor,Lead,Tier 3,1648539.0
24,3.1,Bachelor,Lead,Tier 1,1501938.0
50,26.1,Master,Mid,Tier 1,1532006.0
32,13.8,High School,Junior,Tier 3,454929.0
26,4.6,Bachelor,Manager,Tier 2,1863899.0
38,16.2,Bachelor,Lead,Tier 1,1441375.0
47,24.6,Bachelor,Mid,Tier 2,638830.0
31,10.9,Bachelor,Manager,Tier 3,2830617.0
38,16.8,High School,Mid,Tier 3,517826.0
50,31.8,Bachelor,Mid,Tier 3,1189815.0
18,0.0,High School,Junior,Tier 2,193341.0
59,33.9,Master,Mid,Tier 2,807077.0
56,32.5,Bachelor,Mid,Tier 2,1016463.0
34,13.1,High School,Mid,Tier 1,637379.0
32,9.1,Bachelor,Lead,Tier 1,1478193.0
29,9.5,Bachelor,Junior,Tier 3,419278.0
42,19.2,Bachelor,Senior,Tier 2,1761011.0
37,17.2,Bachelor,Junior,Tier 3,529892.0
36,12.3,High School,Manager,Tier 1,1881596.0
59,39.4,Master,Manager,Tier 1,2904088.0
32,12.7,Bachelor,Mid,Tier 3,1500742.0
52,28.9,High School,Senior,Tier 2,1401849.0
29,8.0,High School,Junior,Tier 3,227364.0
39,17.5,Master,Lead,Tier 2,2154417.0
39,18.0,Bachelor,Mid,Tier 2,935991.0
69,49.6,Bachelor,Manager,Tier 2,1957154.0
43,22.9,High School,Junior,Tier 1,516189.0
39,18.0,Bachelor,Mid,Tier 1,645122.0
19,0.0,Bachelor,Junior,Tier 1,531560.0
60,35.5,Bachelor,Manager,Tier 1,2611024.0
51,28.9,High School,Junior,Tier 3,449432.0
75,50.8,Bachelor,Lead,Tier 3,1467770.0
37,15.0,Bachelor,Lead,Tier 3,1342646.0
24,4.2,Bachelor,Mid,Tier 2,692029.0
20,0.0,High School,Junior,Tier 3,272035.0
58,31.0,High School,Mid,Tier 1,672585.0
21,0.0,Master,Mid,Tier 3,777934.0
28,7.2,High School,Senior,Tier 1,911454.0
40,16.9,High School,Junior,Tier 1,447667.0
45,24.6,High School,Mid,Tier 2,694160.0
40,15.6,Master,Lead,Tier 1,2280788.0
41,19.8,Bachelor,Mid,Tier 1,790313.0
58,36.9,High School,Manager,Tier 1,1770187.0
44,23.6,Bachelor,Mid,Tier 2,1245939.0
26,2.7,High School,Mid,Tier 3,532903.0
29,8.6,Bachelor,Mid,Tier 1,749689.0
45,26.0,Master,Lead,Tier 3,1730907.0
23,0.0,Bachelor,Junior,Tier 2,466313.0
39,17.1,High School,Mid,Tier 2,562923.0
45,19.4,PhD,Lead,Tier 1,2544052.0
51,27.3,Master,Lead,Tier 1,2035556.0
22,0.0,High School,Junior,Tier 2,582519.0
28,5.9,High School,Mid,Tier 2,674652.0
23,1.8,Bachelor,Junior,Tier 2,465951.0
33,12.8,High School,Junior,Tier 2,359071.0
37,15.5,Bachelor,Senior,Tier 1,1258199.0
19,0.0,Bachelor,Mid,Tier 3,689974.0
35,10.8,High School,Junior,Tier 3,485996.0
62,42.1,High School,Senior,Tier 1,1144772.0
25,0.0,High School,Junior,Tier 2,394964.0
21,2.1,High School,Mid,Tier 1,598860.0
32,12.7,Bachelor,Junior,Tier 1,815212.0
32,11.5,Bachelor,Lead,Tier 3,1326872.0
70,52.0,High School,Mid,Tier 2,597766.0
57,31.4,High School,Mid,Tier 2,651127.0
31,10.6,Bachelor,Mid,Tier 2,564844.0
37,15.3,Bachelor,Manager,Tier 1,2540563.0
34,12.5,High School,Junior,Tier 1,331476.0
26,1.7,Bachelor,Junior,Tier 3,655980.0
44,22.8,Bachelor,Mid,Tier 2,703844.0
66,44.7,High School,Mid,Tier 1,589544.0
39,15.6,High School,Mid,Tier 3,693790.0
31,8.9,High School,Junior,Tier 2,1072170.0
53,28.4,Bachelor,Senior,Tier 2,1404018.0
36,13.2,High School,Junior,Tier 2,436864.0
61,40.9,High School,Mid,Tier 1,665817.0
43,23.0,Bachelor,Mid,Tier 2,1340204.0
38,17.5,Bachelor,Manager,Tier 1,2113057.0
26,5.9,High School,Mid,Tier 2,707341.0
27,6.9,High School,Junior,Tier 2,438946.0
58,34.7,High School,Junior,Tier 3,388463.0
37,15.7,High School,Mid,Tier 3,630194.0
56,36.2,High School,Mid,Tier 1,320750.0
36,11.2,Bachelor,Manager,Tier 3,2849316.0
29,4.2,High School,Mid,Tier 1,758773.0
28,3.1,High School,Mid,Tier 1,750252.0
61,35.4,PhD,Lead,Tier 2,2415380.0
66,41.9,High School,Junior,Tier 1,1068586.0
31,7.9,Bachelor,Junior,Tier 2,1181817.0
21,2.0,Bachelor,Junior,Tier 2,588713.0
67,44.1,High School,Mid,Tier 2,1391157.0
26,1.0,High School,Mid,Tier 2,387564.0
21,0.0,Bachelor,Mid,Tier 1,817709.0
33,10.6,High School,Junior,Tier 2,299970.0
33,9.4,High School,Junior,Tier 3,261754.0
59,35.8,Bachelor,Manager,Tier 1,2649768.0
82,62.1,High School,Junior,Tier 3,264669.0
34,9.2,PhD,Lead,Tier 1,2264438.0
29,3.7,Bachelor,Manager,Tier 1,2465620.0
19,0.0,Bachelor,Junior,Tier 2,492156.0
57,33.8,High School,Manager,Tier 3,1963812.0
41,22.1,Bachelor,Manager,Tier 1,2764047.0
55,32.7,High School,Junior,Tier 1,637353.0
27,4.8,Bachelor,Junior,Tier 2,501420.0
33,12.6,High School,Mid,Tier 2,703226.0
43,17.7,Bachelor,Mid,Tier 2,1386613.0
72,50.7,Bachelor,Senior,Tier 2,1068107.0
68,45.3,High School,Mid,Tier 2,644851.0
29,9.1,High School,Mid,Tier 1,696143.0
41,17.7,Bachelor,Lead,Tier 2,1537373.0
30,8.4,High School,Senior,Tier 3,852497.0
31,8.3,Bachelor,Junior,Tier 2,1265151.0
54,32.8,High School,Junior,Tier 2,324505.0
32,9.5,Bachelor,Manager,Tier 2,2735468.0
56,34.5,High School,Mid,Tier 2,613954.0
41,22.5,Bachelor,Lead,Tier 3,1825766.0
48,25.4,High School,Mid,Tier 2,583391.0
66,44.8,High School,Junior,Tier 2,523813.0
25,7.0,Bachelor,Mid,Tier 1,749823.0
31,9.8,High School,Junior,Tier 2,427477.0
32,5.1,Bachelor,Mid,Tier 2,704555.0
51,27.7,Bachelor,Manager,Tier 3,2617119.0
42,17.6,High School,Mid,Tier 2,713827.0
31,10.8,Master,Lead,Tier 1,2178289.0
43,20.8,High School,Manager,Tier 1,1761891.0
42,22.1,Bachelor,Mid,Tier 3,488374.0
20,0.0,High School,Junior,Tier 3,308610.0
40,19.2,Bachelor,Lead,Tier 2,1918152.0
65,40.6,High School,Mid,Tier 1,421657.0
53,32.0,Bachelor,Lead,Tier 3,1939185.0
56,36.7,Bachelor,Mid,Tier 1,1261144.0
51,26.1,PhD,Manager,Tier 2,2895554.0
44,21.4,Master,Manager,Tier 3,2980983.0
49,27.7,High School,Manager,Tier 1,2331988.0
47,25.2,High School,Mid,Tier 3,1275325.0
22,2.9,Bachelor,Lead,Tier 1,1514238.0
53,32.5,Bachelor,Mid,Tier 2,1431287.0
41,19.8,Bachelor,Senior,Tier 1,1044271.0
19,0.0,High School,Mid,Tier 2,751858.0
27,6.5,Bachelor,Lead,Tier 1,1454573.0
48,26.1,Bachelor,Manager,Tier 1,2624679.0
52,29.3,High School,Junior,Tier 3,539939.0
61,41.0,Master,Lead,Tier 2,2179154.0
45,21.5,Bachelor,Manager,Tier 1,2466601.0
29,6.9,High School,Junior,Tier 2,460117.0
41,16.7,Bachelor,Junior,Tier 3,680184.0
38,17.5,Bachelor,Manager,Tier 1,2115154.0
32,12.5,Bachelor,Lead,Tier 1,2006551.0
37,13.1,High School,Junior,Tier 3,431362.0
55,32.7,High School,Junior,Tier 3,481946.0
62,39.0,High School,Mid,Tier 3,476107.0
48,28.2,High School,Junior,Tier 2,180000.0
43,23.8,Bachelor,Manager,Tier 1,2648548.0
25,2.0,High School,Mid,Tier 2,724495.0
47,18.8,High School,Junior,Tier 2,263634.0
49,29.3,Bachelor,Junior,Tier 2,441351.0
55,33.1,High School,Junior,Tier 3,424295.0
42,20.1,High School,Mid,Tier 1,572127.0
40,19.9,High School,Mid,Tier 2,516887.0
34,11.3,Bachelor,Manager,Tier 3,2189592.0
38,14.7,High School,Mid,Tier 3,519434.0
39,16.3,High School,Mid,Tier 2,1243053.0
45,24.0,Bachelor,Mid,Tier 2,873248.0
43,22.8,Bachelor,Mid,Tier 3,725075.0
32,13.3,High School,Manager,Tier 2,2001017.0
18,0.0,Bachelor,Junior,Tier 1,630177.0
27,4.7,Master,Lead,Tier 3,1622017.0
57,36.8,Bachelor,Senior,Tier 2,1005038.0
38,14.1,High School,Mid,Tier 2,801771.0
67,47.8,Bachelor,Lead,Tier 2,2158874.0
26,4.4,High School,Junior,Tier 3,488640.0
